"","Dune_Crest_Elevation","Lowest_Recent_Dune_Crest_Elevation","Island_Interior_Width","Narrowest_Recent_Island_Interior_Width","Beach_Width","Change_in_Dune_Crest_Elevation","Change_in_Island_Interior_Width","Change_in_Beach_Width","Shrub_Presence","Island_Name","Year","Transect_Number"
"Cobb 2010 21",1.69046661,2.20355334,96.344689,96.344689,32.0314572718038,-0.38215566,-7.7754203175311,61.655311,"Non-shrub","Cobb",2010,21
"Cobb 2010 22",2.42964387,2.07258506,186.400802,186.400802,12.8253366938007,-0.17572394,-7.21149604490528,48.599198,"Non-shrub","Cobb",2010,22
"Cobb 2010 23",2.14203569,1.8822447,118.42485,117.7593079105,3.65367102841451,-0.3456513,-1.77287687130864,55.57515,"Non-shrub","Cobb",2010,23
"Cobb 2010 24",2.29325906,1.91755559,111.436874,92.9705722042,11.0302941746114,-0.50088241,-0.805160343268038,70.563126,"Non-shrub","Cobb",2010,24
"Cobb 2010 25",2.36958237,1.93814001,126.456914,114.8862337499,21.0265168696597,-0.0218159900000001,-2.03193504810194,89.543086,"Shrub","Cobb",2010,25
"Cobb 2010 26",2.15584457,1.816098,131.470942,129.504573722,25.151222022654,0.13449647,0.161257785220813,97.529058,"Non-shrub","Cobb",2010,26
"Cobb 2010 27",2.20355334,1.728976,201.651303,149.0741764027,-5.04436328338103,1.53827347,-13.0254909947702,26.348697,"Shrub","Cobb",2010,27
"Cobb 2010 28",2.07258506,2.73960584,205.637275,123.4845133816,18.8503224416441,-0.29791216,-15.632413203316,46.362725,"Shrub","Cobb",2010,28
"Cobb 2010 29",1.8822447,2.5345952,230.661323,119.2023689879,22.4391968535908,-0.1143858,-14.3499600967062,55.338677,"Non-shrub","Cobb",2010,29
"Cobb 2010 30",1.91755559,2.51321171,254.701403,132.1142211106,4.69532842336813,-0.40566029,-8.19973829814769,48.298597,"Non-shrub","Cobb",2010,30
"Cobb 2010 31",1.93814001,2.36018752,242.741483,133.1546214885,-7.11714128389123,-0.28223348,-7.28504361516093,31.258517,"Non-shrub","Cobb",2010,31
"Cobb 2010 32",1.95059447,2.24635558,263.775551,113.7981834076,-15.369545645122,-0.25042942,-6.83060273898292,19.224449,"Non-shrub","Cobb",2010,32
"Cobb 2010 33",3.26724947,2.63893682,242.787575,64.1610005726,-16.9991828929195,-0.0463731799999998,-3.72229175364137,18.212425,"Non-shrub","Cobb",2010,33
"Cobb 2010 34",2.73960584,2.33584402,178.787575,63.8212726215,-17.2541586484877,-0.34716098,-3.86356108978306,20.212425,"Non-shrub","Cobb",2010,34
"Cobb 2010 35",2.5345952,2.39029183,187.8056112,77.0803175605,-18.3688139337941,-0.42499817,-3.98993399750114,14.1943888,"Non-shrub","Cobb",2010,35
"Cobb 2010 36",2.51321171,2.50974871,226.791583,124.0228243996,-18.0354953189624,-0.46432929,-4.0429060917925,19.208417,"Shrub","Cobb",2010,36
"Cobb 2010 37",2.36018752,2.33710473,242.8036072,144.8061954092,-18.5177666850824,-0.44027327,-6.15745593636941,15.1963928,"Shrub","Cobb",2010,37
"Cobb 2010 38",2.24635558,2.31155841,269.785571,166.0751382229,-18.0276702714621,-0.94304759,-6.25509139170564,22.214429,"Shrub","Cobb",2010,38
"Cobb 2010 39",2.63893682,2.16956046,370.799599,164.7640895261,-18.0159546545944,-0.97374754,-6.31009118151697,21.200401,"Shrub","Cobb",2010,39
"Cobb 2010 40",2.33584402,2.027291,376.791583,249.6797293282,-14.8617504558364,0.0939776999999999,-7.60914104122894,21.208417,"Shrub","Cobb",2010,40
"Cobb 2010 41",2.39029183,2.027036,357.775551,240.5548617518,-16.6153377023419,0.0599393000000004,-6.83329891573301,15.224449,"Shrub","Cobb",2010,41
"Cobb 2010 42",2.50974871,2.015859,323.723447,237.7495173752,-10.0899467599065,0.14875281,-6.07606099132509,43.276553,"Shrub","Cobb",2010,42
"Cobb 2010 43",2.33710473,2.041268,277.781563,222.9081524695,-15.2239262080375,0.0447992400000001,-6.19117107967587,26.218437,"Shrub","Cobb",2010,43
"Cobb 2010 44",2.31155841,1.96953462,261.783567,182.8342158898,-16.1579441465774,-0.10826938,-6.92478897960259,26.216433,"Shrub","Cobb",2010,44
"Cobb 2010 45",2.16956046,2.001341,262.797595,175.3153428907,-18.4699237120566,0.14873507,-8.85109808975009,13.202405,"Shrub","Cobb",2010,45
"Cobb 2010 46",2.1212687,1.81259978,215.779559,215.779559,-16.813462812404,-0.39098022,-9.26348841690531,28.220441,"Shrub","Cobb",2010,46
"Cobb 2010 47",2.0869753,2.03468235,248.787575,248.787575,-16.9594406059413,-0.38566065,-8.74834999206721,27.212425,"Shrub","Cobb",2010,47
"Cobb 2010 48",2.16461181,1.89729607,218.733467,218.733467,-12.9092563975872,-0.06682593,-7.79268731111106,59.266533,"Shrub","Cobb",2010,48
"Cobb 2010 49",2.08606724,1.917172,248.8056112,248.8056112,-16.3470704466289,0.0568175499999999,-7.83613490726933,33.1943888,"Shrub","Cobb",2010,49
"Cobb 2010 50",1.96953462,1.761803,205.8016032,205.8016032,-16.7832851218598,0.21428721,-7.14935332642539,29.1983968,"Shrub","Cobb",2010,50
"Cobb 2010 51",2.15007607,2.03392905,199.8016032,199.8016032,-18.3357583571669,-0.46964995,-7.40648151216015,13.1983968,"Shrub","Cobb",2010,51
"Cobb 2010 52",1.81259978,1.53237981,186.769539,186.769539,-17.7329096123947,-2.06615719,-7.16008990223212,16.230461,"Shrub","Cobb",2010,52
"Cobb 2010 53",2.03468235,2.55192356,169.767535,169.767535,-16.8254303209029,-2.03850444,-5.98728390837118,26.232465,"Shrub","Cobb",2010,53
"Cobb 2010 54",1.89729607,1.72245858,190.751503,190.751503,-17.9554505037911,-3.50870342,-6.36333528610128,16.248497,"Shrub","Cobb",2010,54
"Cobb 2010 55",1.97398955,2.01488284,178.743487,178.743487,-17.3028934830849,-3.59988816,-5.67452015195592,23.256513,"Shrub","Cobb",2010,55
"Cobb 2010 56",1.97609021,1.77480276,170.735471,170.735471,-17.4148941841237,-2.47988124,-6.47063740448156,24.264529,"Shrub","Cobb",2010,56
"Cobb 2010 57",2.03392905,1.73508404,205.771543,205.771543,-18.3679953994102,-2.32898496,-5.85806109448791,14.228457,"Shrub","Cobb",2010,57
"Cobb 2010 58",1.53237981,1.59967654,193.763527,193.763527,-17.3474760363404,-3.25905746,-6.39990827497579,22.236473,"Shrub","Cobb",2010,58
"Cobb 2010 59",2.55192356,1.59611125,232.727455,232.727455,-15.8392961927853,-3.35862475,-6.28678153482551,38.272545,"Shrub","Cobb",2010,59
"Cobb 2010 60",1.72245858,1.06036482,249.781563,249.781563,-18.2161566866933,-3.82491118,9.57009008742142,14.218437,"Shrub","Cobb",2010,60
"Cobb 2010 61",2.01488284,1.103877,262.789579,262.789579,-17.7265997923593,-3.593922,10.6868915516803,18.210421,"Shrub","Cobb",2010,61
"Cobb 2010 62",1.77480276,1.18255202,212.793587,212.793587,-18.8036264704169,-1.70623998,8.66865138666716,12.206413,"Shrub","Cobb",2010,62
"Cobb 2010 63",1.73508404,1.34711954,255.8016032,255.8016032,-18.9043697678001,-0.74726246,3.02778832450419,11.1983968,"Shrub","Cobb",2010,63
"Cobb 2010 64",1.59967654,2.09253601,216.771543,216.771543,-18.9501281270074,-2.34402599,15.2105742244835,11.228457,"Shrub","Cobb",2010,64
"Cobb 2010 65",1.59611125,2.05033784,230.737475,230.737475,-17.8731895874822,-2.11329716,-4.93635607806186,23.262525,"Shrub","Cobb",2010,65
"Hog 2010 1",2.32457975,2.32457975,434.378698,434.378698,-5.21617158402784,-0.21613425,-0.102113444912911,132.621302,"Non-shrub","Hog",2010,1
"Hog 2010 2",2.6232629,2.273352,291.854043,291.854043,-4.97646560676186,0.3499109,-2.63288839761111,128.145957,"Non-shrub","Hog",2010,2
"Hog 2010 3",2.53520442,2.172857,279.274162,279.274162,-6.43325157015141,0.36234742,-0.0694823340367623,105.725838,"Non-shrub","Hog",2010,3
"Hog 2010 4",3.34279941,2.472032,330.915187,330.915187,-5.34168656872515,0.87076741,-0.452267340915871,101.084813,"Non-shrub","Hog",2010,4
"Hog 2010 5",3.11297462,2.562401,325.763314,325.763314,-5.45870103700602,0.55057362,-0.453029888707086,101.236686,"Non-shrub","Hog",2010,5
"Hog 2010 6",3.21018412,3.141131,262.514793,262.514793,-4.71687276550589,0.06905312,-0.396803139140185,96.485207,"Non-shrub","Hog",2010,6
"Hog 2010 7",2.71778626,2.68231,254.431953,239.5766258267,-3.96315537730106,0.0354762599999998,0.476973690954236,94.568047,"Non-shrub","Hog",2010,7
"Hog 2010 8",4.26601479,3.654027,285.266272,270.1667938849,-5.77260294428871,0.61198779,0.429918977030534,74.733728,"Non-shrub","Hog",2010,8
"Hog 2010 9",4.26098065,3.819753,348.169625,348.169625,-4.1268365589316,0.44122765,-0.395510834152426,70.830375,"Shrub","Hog",2010,9
"Hog 2010 10",2.68055692,2.68055692,374.976331,374.976331,-6.31083141847401,-0.26585008,-0.103852188780286,60.023669,"Shrub","Hog",2010,10
"Hog 2010 11",3.26819871,2.935197,358.990138,337.9163990907,-3.4245216191809,0.33300171,0.479721269384685,70.009862,"Shrub","Hog",2010,11
"Hog 2010 12",2.97324605,2.97324605,342.017751,320.4168734737,-0.246345554426633,-0.91266795,0.51857629891577,84.982249,"Shrub","Hog",2010,12
"Hog 2010 13",2.85091335,2.85091335,367.879684,338.9821524329,-5.53467448174851,-0.40095365,0.655753415827131,61.120316,"Shrub","Hog",2010,13
"Hog 2010 14",2.94326628,2.94326628,346.948718,346.948718,-5.31352561011378,-0.23711872,-0.341732685776599,62.051282,"Shrub","Hog",2010,14
"Hog 2010 15",3.00182531,3.00182531,337.865878,318.3377194126,-6.78390797430095,-0.09989369,0.471878119864787,61.134122,"Shrub","Hog",2010,15
"Hog 2010 16",2.92741746,2.92741746,324.824458,303.0687705351,-5.2679765839099,-0.15023854,0.552189662241397,66.175542,"Shrub","Hog",2010,16
"Hog 2010 17",2.71226089,2.71226089,374.838264,368.1005291956,-3.23604136574858,-0.54054411,0.14080047474497,74.161736,"Shrub","Hog",2010,17
"Hog 2010 18",3.32459021,3.256872,350.934911,350.934911,-2.35888417057574,0.0677182100000002,-0.434783121165608,81.065089,"Shrub","Hog",2010,18
"Hog 2010 19",3.14506834,3.14506834,381.741617,380.6940929857,-6.57606132905893,-0.27940566,0.0211662780735071,61.258383,"Shrub","Hog",2010,19
"Hog 2010 20",3.29418648,3.237683,387.893491,379.7528709835,-3.49664686900165,0.0565034799999999,0.164897117988603,79.106509,"Shrub","Hog",2010,20
"Hog 2010 21",2.93306505,2.93306505,420.672584,381.4612976195,-7.12980305525502,-0.47451395,0.790710045114105,60.327416,"Shrub","Hog",2010,21
"Hog 2010 22",3.09844615,3.09844615,399.893491,399.893491,-2.77186808183399,-0.32251585,-0.169901261065635,80.106509,"Shrub","Hog",2010,22
"Hog 2010 23",3.13917126,3.13917126,372.879684,372.879684,-3.91870155589604,-0.20095074,-0.345020325692539,79.120316,"Shrub","Hog",2010,23
"Hog 2010 24",2.7471673,2.7471673,409.617357,376.7764624943,-7.57383467243621,-0.6797227,0.670483139408645,66.382643,"Shrub","Hog",2010,24
"Hog 2010 25",3.02860529,3.02860529,438.921105,418.2072689538,-3.8165067048953,-0.17726971,0.381000552080282,93.078895,"Shrub","Hog",2010,25
"Hog 2010 26",3.03531231,3.03531231,437.700197,437.700197,-7.35870813345178,-0.0957626899999999,-0.385685028754003,67.299803,"Shrub","Hog",2010,26
"Hog 2010 27",3.12341848,3.12341848,416.769231,416.769231,-6.94793641607873,-0.0125795199999996,-0.707326917559826,69.230769,"Shrub","Hog",2010,27
"Hog 2010 28",3.01301781,3.01301781,432.783037,406.7593298255,-5.92993548206433,-0.31283919,0.492139572967257,78.216963,"Shrub","Hog",2010,28
"Hog 2010 29",2.93085785,2.93085785,498.575937,463.3014909152,-6.83736614155969,-0.28480715,0.585670234783823,70.424063,"Shrub","Hog",2010,29
"Hog 2010 30",3.02388652,3.02388652,355.810651,355.810651,-0.567601809907483,-0.12963748,-1.92896302597931,91.189349,"Shrub","Hog",2010,30
"Hog 2010 31",2.96782902,2.96782902,426.658777,401.3644519727,-2.47648082281114,-0.38072498,0.484775694566157,94.341223,"Shrub","Hog",2010,31
"Hog 2010 32",2.8086374,2.8086374,444.47929,426.5678449208,0.472625313135675,-0.2596496,0.322997498296334,101.52071,"Shrub","Hog",2010,32
"Hog 2010 33",2.67952745,2.67952745,275.43787,275.43787,1.07077837502546,-0.04332555,-0.410311636114647,98.56213,"Shrub","Hog",2010,33
"Hog 2010 34",2.59079304,2.59079304,249.424063,235.0308314701,-0.470926200520879,-0.13211696,0.471075070968723,97.575937,"Shrub","Hog",2010,34
"Hog 2010 35",2.56956408,2.56956408,230.672584,225.6281451338,4.74128450571853,-0.12236792,0.171979324081376,114.327416,"Shrub","Hog",2010,35
"Hog 2010 36",2.59477003,2.59477003,296.52071,251.0050938205,1.6776784236057,-0.15780897,1.39487258656222,101.47929,"Shrub","Hog",2010,36
"Hog 2010 37",2.56045905,2.56045905,350.534517,339.8126386061,-1.36001491565683,-0.21219895,0.242710182833983,90.465483,"Shrub","Hog",2010,37
"Hog 2010 38",2.60771626,2.60771626,342.465483,342.465483,-4.01619047294811,-0.11902274,-0.469622669601307,71.534517,"Shrub","Hog",2010,38
"Hog 2010 39",2.51897158,2.51897158,303.451677,303.451677,-6.51868030976366,-0.11802242,-0.416149960752126,63.548323,"Shrub","Hog",2010,39
"Hog 2010 40",2.61429451,2.61429451,352.47929,352.47929,-5.21050619245281,-0.20874849,-0.530092814240384,65.52071,"Shrub","Hog",2010,40
"Hog 2010 41",2.59116138,2.59116138,412.424063,401.99537403,-6.80604277842164,-0.23952462,0.199556237626328,57.575937,"Shrub","Hog",2010,41
"Hog 2010 42",2.52519079,2.52519079,361.548323,361.548323,-4.05741477574822,-0.20281821,-0.722871973729025,65.451677,"Shrub","Hog",2010,42
"Hog 2010 43",2.56435022,2.56435022,323.43787,323.43787,-5.00295691476497,-0.21954778,-0.651348350711068,59.56213,"Shrub","Hog",2010,43
"Hog 2010 44",2.53176475,2.53176475,269.548323,269.548323,-5.11668572918972,-0.30543125,-0.681089788246342,65.451677,"Shrub","Hog",2010,44
"Hog 2010 45",2.58059323,2.58059323,265.506903,265.506903,-7.97799344628462,-0.26529577,-0.618479239940285,59.493097,"Shrub","Hog",2010,45
"Hog 2010 46",2.51179475,2.51179475,260.451677,257.1660228829,-7.44201054035394,-0.18639625,0.0982799444339485,53.548323,"Shrub","Hog",2010,46
"Hog 2010 47",2.53986201,2.53986201,254.506903,254.506903,-6.96306893777104,-0.29930799,-0.533610194748083,58.493097,"Shrub","Hog",2010,47
"Hog 2010 48",2.7032565,2.7032565,270.424063,257.8765592615,-7.25232731757095,-0.1629365,0.374284734538619,51.575937,"Shrub","Hog",2010,48
"Hog 2010 49",2.66235546,2.66235546,301.52071,295.5951716659,-3.01149207254295,-0.38850854,0.154200976462432,67.47929,"Shrub","Hog",2010,49
"Hog 2010 50",2.77162925,2.77162925,262.451677,253.768048482,-6.01221273751966,-0.38090975,0.263221248087472,58.548323,"Shrub","Hog",2010,50
"Hog 2010 51",2.71694203,2.71694203,288.52071,288.52071,-4.45692020006409,-0.32157297,-0.581089876241853,69.47929,"Shrub","Hog",2010,51
"Hog 2010 52",2.59917926,2.59917926,283.658777,278.5055702764,-3.31624422871678,-0.27704074,0.142331270719862,78.341223,"Shrub","Hog",2010,52
"Hog 2010 53",2.78054012,2.78054012,295.672584,285.2264144139,1.97443458007391,-0.52322288,0.281724085153285,102.327416,"Shrub","Hog",2010,53
"Hog 2010 54",2.83979115,2.83979115,314.783037,314.783037,0.861396888243542,-0.49981885,-0.553843912230322,101.216963,"Shrub","Hog",2010,54
"Hog 2010 55",2.81605611,2.81605611,265.865878,261.6437005183,0.85974269027933,-0.25317589,0.12413174196983,98.134122,"Shrub","Hog",2010,55
"Hog 2010 56",2.52958428,2.52958428,231.727811,224.3198313866,-0.711046898463846,-0.40608872,0.25403219239411,83.272189,"Shrub","Hog",2010,56
"Hog 2010 57",2.46477442,2.46477442,299.686391,296.0572359258,-1.5607616379816,-0.52235258,0.094294528578396,74.313609,"Shrub","Hog",2010,57
"Hog 2010 58",2.52104828,2.52104828,362.700197,330.8177136925,1.95454570138707,-0.66710572,0.741344436664951,80.299803,"Shrub","Hog",2010,58
"Hog 2010 59",2.6456015,2.6456015,388.741617,380.4257171306,4.91308171706094,-0.5405295,0.168149674570728,102.258383,"Shrub","Hog",2010,59
"Hog 2010 60",2.6335017,2.6335017,350.769231,341.0231524285,3.17370235238159,-0.3580573,0.219837962999017,91.230769,"Shrub","Hog",2010,60
"Hog 2010 61",2.66153673,2.66153673,359.796844,351.0610240147,5.11190609222777,-0.39039327,0.191415767273342,98.203156,"Shrub","Hog",2010,61
"Hog 2010 62",2.61223215,2.61223215,365.755424,358.3467937644,1.07006284226599,-0.37017985,0.159034388872579,78.244576,"Shrub","Hog",2010,62
"Hog 2010 63",2.73821005,2.73821005,360.714004,360.714004,4.74126440238192,-0.49538295,-0.405228294593668,83.285996,"Shrub","Hog",2010,63
"Hog 2010 64",2.58040856,2.58040856,425.700197,417.865246117,2.37274702218249,-0.49635944,0.14423035537461,80.299803,"Shrub","Hog",2010,64
"Hog 2010 65",2.8110764,2.8110764,424.128205,424.128205,7.35214862187992,-0.2387866,-0.420659998888558,93.871795,"Shrub","Hog",2010,65
"Hog 2010 66",2.55777843,2.55777843,442.169625,442.169625,10.8647694110408,-0.60056757,-0.515794721987358,98.830375,"Shrub","Hog",2010,66
"Hog 2010 67",2.51860649,2.51860649,460.907298,460.907298,20.4789448685687,-0.54650951,-0.198567025412816,135.092702,"Shrub","Hog",2010,67
"Hog 2010 68",2.44505337,2.44505337,479.934911,461.5848171547,25.207900873899,-0.71885863,0.305804183315373,146.065089,"Shrub","Hog",2010,68
"Hog 2010 69",2.42317258,2.42317258,442.976331,442.976331,19.6454205126302,-1.40400042,-0.173235133772611,131.023669,"Shrub","Hog",2010,69
"Hog 2010 70",2.19742982,2.19742982,432.031558,432.031558,12.954728292,-1.28697418,-0.0928048452328113,124.968442,"Shrub","Hog",2010,70
"Hog 2010 71",2.26656679,2.26656679,499.031558,497.5708655339,10.8183718825925,-1.03137621,0.0225819007329146,123.968442,"Shrub","Hog",2010,71
"Hog 2010 72",2.21919025,2.21919025,451.128205,451.128205,5.38533249091028,-1.02526575,-0.512801065631853,113.871795,"Shrub","Hog",2010,72
"Hog 2010 73",2.08578343,2.08578343,507.280079,507.280079,-6.54879571960049,-1.21043257,-0.00344477824670042,66.719921,"Shrub","Hog",2010,73
"Hog 2010 74",1.83189789,1.83189789,507.266272,507.266272,-14.4300149990759,-1.36749711,-0.109793487035493,26.733728,"Shrub","Hog",2010,74
"Hog 2010 75",2.04929535,2.04929535,491.445759,491.445759,-12.5375434205196,-1.29581665,-0.266119088526844,34.554241,"Shrub","Hog",2010,75
"Hog 2010 76",1.94608986,1.94608986,524.431953,524.431953,-12.5758585449377,-1.24481514,-0.498426104025733,26.568047,"Shrub","Hog",2010,76
"Hog 2010 77",1.88422921,1.88422921,518.500986,518.500986,-12.2890508664272,-1.38385379,-1.37380877039182,26.499014,"Shrub","Hog",2010,77
"Hog 2010 78",1.60754777,1.60754777,647.69428,647.69428,-10.5457869910315,-2.21970023,-0.5201315712457,37.30572,"Shrub","Hog",2010,78
"Hog 2010 79",2.39330975,2.39330975,601.77712,601.77712,-4.81666753026754,-0.42048025,-0.93671929693135,37.22288,"Shrub","Hog",2010,79
"Hog 2010 80",1.5534873,1.5534873,580.514793,580.514793,-8.78645577067136,-1.2943687,-0.579692948821697,20.485207,"Shrub","Hog",2010,80
"Hog 2010 81",1.48576838,1.48576838,535.69428,535.69428,-6.20316143885214,-1.22283562,-1.2202089141866,32.30572,"Shrub","Hog",2010,81
"Hog 2010 82",1.67650744,1.67650744,527.708087,527.708087,-1.65270763477366,-1.03080956,-1.12788011740072,33.291913,"Shrub","Hog",2010,82
"Hog 2010 83",1.49631154,1.49631154,528.65286,528.65286,0.100988965105099,-1.42159946,-1.26249080533923,37.34714,"Shrub","Hog",2010,83
"Hog 2010 84",2.01576937,2.01576937,612.514793,612.514793,-6.38558129571279,-0.73357363,-0.370841435471169,41.485207,"Shrub","Hog",2010,84
"Hog 2010 85",2.30003441,2.028481,640.625247,640.625247,7.54133836485184,0.27155341,-1.01908502877124,56.374753,"Non-shrub","Hog",2010,85
"Hog 2010 86",2.00929395,2.00929395,650.459566,650.459566,-1.57268783362434,-0.0324510500000001,-0.452490187961265,44.540434,"Non-shrub","Hog",2010,86
"Hog 2010 87",2.07672579,2.063974,641.197239,641.197239,-8.560016764059,0.0127517899999998,-0.185443480879138,33.802761,"Non-shrub","Hog",2010,87
"Hog 2010 88",1.94912553,1.94912553,688.211045,688.211045,1.05836493103299,-0.38242447,-0.144019979209659,47.788955,"Non-shrub","Hog",2010,88
"Hog 2010 89",2.14201873,2.14201873,775.059172,775.059172,12.5443464028606,-0.33218127,-0.174547420812737,53.940828,"Non-shrub","Hog",2010,89
"Hog 2010 90",2.14865572,1.646131,833.921105,833.921105,32.6204829797618,0.50252472,-0.201030130586868,60.078895,"Shrub","Hog",2010,90
"Hog 2010 91",2.43139786,2.43139786,820.796844,810.1683820275,20.4586079371781,-1.62768214,0.100914083543791,68.203156,"Shrub","Hog",2010,91
"Hog 2010 92",2.30751914,2.30751914,857.879684,848.1079996733,8.17755201955467,-0.95602386,0.0886288097058769,88.120316,"Shrub","Hog",2010,92
"Hog 2010 93",2.46980055,1.794307,863.293886,863.293886,14.3018844633307,0.67549355,-0.301072323776916,125.706114,"Shrub","Hog",2010,93
"Hog 2010 94",2.65020727,2.634443,922.617357,922.617357,3.6742275046243,0.01576427,-1.08826876910059,79.382643,"Shrub","Hog",2010,94
"Hog 2010 95",2.98672305,2.98672305,1093.727811,1093.727811,2.11501672524749,-0.0924689499999998,-0.138993828257019,90.272189,"Shrub","Hog",2010,95
"Hog 2010 96",2.53400553,2.118152,1152.368836,1152.368836,-3.43267552891719,0.41585353,-0.0303286807773799,68.631164,"Shrub","Hog",2010,96
